EmployeeID;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;DateSurvey
4041;3.0;4.0;3.0;31/12/2015
4042;4.0;4.0;2.0;31/12/2015
4043;1.0;3.0;2.0;31/12/2015
4044;3.0;4.0;3.0;31/12/2015
4045;2.0;3.0;3.0;31/12/2015
4046;2.0;3.0;2.0;31/12/2015
4047;3.0;4.0;3.0;31/12/2015
8458;3.0;1.0;3.0;31/12/2015
4049;1.0;3.0;3.0;31/12/2015
4050;2.0;2.0;2.0;31/12/2015
4051;3.0;4.0;3.0;31/12/2015
8462;4.0;3.0;3.0;31/12/2015
4053;3.0;2.0;4.0;31/12/2015
4054;4.0;1.0;3.0;31/12/2015
4055;1.0;1.0;3.0;31/12/2015
4056;4.0;2.0;3.0;31/12/2015
4057;4.0;4.0;2.0;31/12/2015
8468;1.0;3.0;3.0;31/12/2015
4059;2.0;4.0;4.0;31/12/2015
4060;2.0;4.0;3.0;31/12/2015
4061;2.0;4.0;3.0;31/12/2015
8472;1.0;2.0;3.0;31/12/2015
4063;2.0;1.0;1.0;31/12/2015
4064;3.0;3.0;2.0;31/12/2015
4065;3.0;1.0;4.0;31/12/2015
4066;1.0;2.0;3.0;31/12/2015
4067;1.0;4.0;2.0;31/12/2015
4068;4.0;3.0;2.0;31/12/2015
4069;3.0;1.0;2.0;31/12/2015
4070;1.0;1.0;2.0;31/12/2015
4071;3.0;4.0;3.0;31/12/2015
4072;4.0;1.0;3.0;31/12/2015
8483;3.0;4.0;2.0;31/12/2015
4074;1.0;1.0;2.0;31/12/2015
4075;3.0;4.0;3.0;31/12/2015
4076;4.0;4.0;3.0;31/12/2015
4077;4.0;4.0;3.0;31/12/2015
8488;1.0;4.0;3.0;31/12/2015
8489;1.0;1.0;2.0;31/12/2015
4080;1.0;3.0;2.0;31/12/2015
4081;4.0;3.0;3.0;31/12/2015
4082;1.0;3.0;3.0;31/12/2015
4083;4.0;2.0;3.0;31/12/2015
4084;3.0;2.0;3.0;31/12/2015
4085;4.0;4.0;3.0;31/12/2015
4086;2.0;1.0;3.0;31/12/2015
4087;4.0;3.0;3.0;31/12/2015
4088;3.0;3.0;4.0;31/12/2015
4089;3.0;1.0;3.0;31/12/2015
4090;2.0;3.0;2.0;31/12/2015
4091;4.0;4.0;4.0;31/12/2015
4092;4.0;3.0;4.0;31/12/2015
4093;2.0;2.0;3.0;31/12/2015
4094;3.0;2.0;3.0;31/12/2015
4095;4.0;2.0;2.0;31/12/2015
4096;4.0;3.0;2.0;31/12/2015
4097;1.0;3.0;3.0;31/12/2015
4098;2.0;3.0;2.0;31/12/2015
4099;4.0;2.0;3.0;31/12/2015
4100;1.0;3.0;3.0;31/12/2015
4101;1.0;3.0;3.0;31/12/2015
4102;4.0;1.0;2.0;31/12/2015
4103;4.0;4.0;3.0;31/12/2015
4104;3.0;2.0;1.0;31/12/2015
4105;4.0;3.0;3.0;31/12/2015
4106;4.0;3.0;4.0;31/12/2015
4107;2.0;3.0;3.0;31/12/2015
4108;2.0;4.0;3.0;31/12/2015
4109;3.0;2.0;3.0;31/12/2015
4110;1.0;4.0;2.0;31/12/2015
4111;2.0;2.0;3.0;31/12/2015
4112;1.0;4.0;3.0;31/12/2015
4113;2.0;3.0;3.0;31/12/2015
4114;3.0;4.0;3.0;31/12/2015
4115;3.0;4.0;3.0;31/12/2015
4116;1.0;3.0;2.0;31/12/2015
4117;1.0;4.0;;31/12/2015
4118;2.0;4.0;3.0;31/12/2015
4119;3.0;1.0;3.0;31/12/2015
4120;4.0;4.0;2.0;31/12/2015
8531;4.0;1.0;2.0;31/12/2015
4122;1.0;4.0;3.0;31/12/2015
4123;4.0;2.0;3.0;31/12/2015
4124;3.0;3.0;2.0;31/12/2015
8535;1.0;4.0;4.0;31/12/2015
4126;1.0;3.0;2.0;31/12/2015
8537;4.0;3.0;1.0;31/12/2015
4128;1.0;2.0;3.0;31/12/2015
4129;4.0;3.0;3.0;31/12/2015
4130;4.0;4.0;2.0;31/12/2015
4131;3.0;2.0;3.0;31/12/2015
4132;4.0;1.0;3.0;31/12/2015
4133;3.0;4.0;3.0;31/12/2015
4134;1.0;4.0;3.0;31/12/2015
8545;2.0;3.0;3.0;31/12/2015
4136;2.0;4.0;2.0;31/12/2015
4137;4.0;3.0;3.0;31/12/2015
4138;3.0;3.0;3.0;31/12/2015
4139;3.0;3.0;4.0;31/12/2015
4140;3.0;3.0;3.0;31/12/2015
4141;3.0;4.0;3.0;31/12/2015
4142;4.0;2.0;3.0;31/12/2015
4143;4.0;1.0;1.0;31/12/2015
8554;4.0;1.0;3.0;31/12/2015
4145;2.0;4.0;2.0;31/12/2015
4146;2.0;1.0;3.0;31/12/2015
4147;4.0;3.0;3.0;31/12/2015
4148;3.0;4.0;3.0;31/12/2015
4149;4.0;1.0;3.0;31/12/2015
4150;2.0;2.0;3.0;31/12/2015
4151;4.0;2.0;2.0;31/12/2015
4152;2.0;3.0;4.0;31/12/2015
8563;2.0;4.0;1.0;31/12/2015
4154;3.0;2.0;3.0;31/12/2015
8565;4.0;3.0;3.0;31/12/2015
4156;4.0;3.0;3.0;31/12/2015
4157;1.0;2.0;3.0;31/12/2015
4158;4.0;4.0;2.0;31/12/2015
4159;3.0;1.0;2.0;31/12/2015
4160;4.0;3.0;3.0;31/12/2015
4161;4.0;3.0;3.0;31/12/2015
4162;3.0;3.0;2.0;31/12/2015
4163;1.0;2.0;3.0;31/12/2015
4164;4.0;3.0;3.0;31/12/2015
4165;1.0;3.0;2.0;31/12/2015
4166;2.0;4.0;3.0;31/12/2015
8577;3.0;3.0;3.0;31/12/2015
4168;2.0;1.0;3.0;31/12/2015
4169;1.0;2.0;2.0;31/12/2015
4170;4.0;4.0;2.0;31/12/2015
4171;1.0;4.0;3.0;31/12/2015
4172;4.0;4.0;3.0;31/12/2015
4173;1.0;3.0;2.0;31/12/2015
8584;3.0;1.0;3.0;31/12/2015
4175;1.0;2.0;3.0;31/12/2015
4176;3.0;4.0;3.0;31/12/2015
8587;2.0;1.0;3.0;31/12/2015
4178;3.0;3.0;2.0;31/12/2015
8589;2.0;1.0;3.0;31/12/2015
4180;3.0;2.0;3.0;31/12/2015
4181;1.0;4.0;3.0;31/12/2015
4182;2.0;1.0;2.0;31/12/2015
4183;3.0;4.0;3.0;31/12/2015
4184;4.0;4.0;4.0;31/12/2015
4185;4.0;3.0;3.0;31/12/2015
8596;4.0;4.0;4.0;31/12/2015
8597;2.0;4.0;2.0;31/12/2015
4188;4.0;3.0;2.0;31/12/2015
8599;1.0;3.0;3.0;31/12/2015
4190;4.0;4.0;3.0;31/12/2015
4191;2.0;1.0;4.0;31/12/2015
4192;3.0;1.0;3.0;31/12/2015
4193;3.0;4.0;3.0;31/12/2015
4194;4.0;1.0;3.0;31/12/2015
8605;1.0;3.0;2.0;31/12/2015
4196;4.0;3.0;3.0;31/12/2015
4197;3.0;4.0;3.0;31/12/2015
8608;2.0;3.0;3.0;31/12/2015
4199;2.0;3.0;3.0;31/12/2015
4200;2.0;2.0;3.0;31/12/2015
4201;1.0;4.0;3.0;31/12/2015
4202;4.0;4.0;3.0;31/12/2015
8613;1.0;3.0;3.0;31/12/2015
8614;3.0;3.0;2.0;31/12/2015
4205;2.0;1.0;2.0;31/12/2015
4206;3.0;1.0;3.0;31/12/2015
4207;3.0;4.0;2.0;31/12/2015
4208;1.0;4.0;3.0;31/12/2015
4209;2.0;1.0;2.0;31/12/2015
4210;3.0;1.0;3.0;31/12/2015
4211;4.0;4.0;2.0;31/12/2015
4212;1.0;3.0;4.0;31/12/2015
4213;1.0;4.0;3.0;31/12/2015
4214;4.0;4.0;3.0;31/12/2015
4215;2.0;3.0;2.0;31/12/2015
4216;1.0;1.0;2.0;31/12/2015
4217;3.0;3.0;3.0;31/12/2015
4218;4.0;3.0;3.0;31/12/2015
4219;2.0;2.0;3.0;31/12/2015
4220;2.0;;3.0;31/12/2015
4221;2.0;1.0;2.0;31/12/2015
8632;4.0;3.0;2.0;31/12/2015
4223;1.0;3.0;2.0;31/12/2015
4224;3.0;2.0;3.0;31/12/2015
4225;3.0;2.0;3.0;31/12/2015
4226;2.0;2.0;3.0;31/12/2015
4227;2.0;4.0;3.0;31/12/2015
4228;3.0;4.0;3.0;31/12/2015
4229;3.0;1.0;3.0;31/12/2015
4230;4.0;1.0;4.0;31/12/2015
4231;1.0;3.0;4.0;31/12/2015
4232;2.0;2.0;3.0;31/12/2015
4233;4.0;4.0;2.0;31/12/2015
4234;2.0;3.0;3.0;31/12/2015
4235;1.0;4.0;3.0;31/12/2015
4236;2.0;4.0;3.0;31/12/2015
4237;1.0;2.0;3.0;31/12/2015
4238;4.0;4.0;2.0;31/12/2015
4239;3.0;1.0;3.0;31/12/2015
4240;4.0;4.0;3.0;31/12/2015
4241;3.0;4.0;3.0;31/12/2015
8652;3.0;4.0;3.0;31/12/2015
4243;3.0;2.0;2.0;31/12/2015
4244;3.0;4.0;1.0;31/12/2015
4245;3.0;2.0;2.0;31/12/2015
4246;3.0;1.0;2.0;31/12/2015
4247;2.0;3.0;3.0;31/12/2015
4248;1.0;3.0;1.0;31/12/2015
4249;1.0;3.0;2.0;31/12/2015
4250;2.0;3.0;4.0;31/12/2015
4251;4.0;3.0;2.0;31/12/2015
4252;2.0;2.0;4.0;31/12/2015
8663;3.0;1.0;3.0;31/12/2015
4254;4.0;1.0;3.0;31/12/2015
8665;4.0;4.0;3.0;31/12/2015
4256;1.0;3.0;3.0;31/12/2015
4257;3.0;4.0;4.0;31/12/2015
4258;3.0;4.0;3.0;31/12/2015
4259;1.0;2.0;2.0;31/12/2015
8670;3.0;3.0;3.0;31/12/2015
4261;4.0;4.0;3.0;31/12/2015
4262;2.0;4.0;3.0;31/12/2015
4263;1.0;1.0;2.0;31/12/2015
8674;1.0;3.0;3.0;31/12/2015
4265;4.0;4.0;3.0;31/12/2015
4266;2.0;3.0;3.0;31/12/2015
4267;3.0;2.0;3.0;31/12/2015
4268;3.0;4.0;3.0;31/12/2015
4269;3.0;1.0;3.0;31/12/2015
4270;2.0;4.0;3.0;31/12/2015
4271;1.0;4.0;3.0;31/12/2015
4272;3.0;4.0;4.0;31/12/2015
4273;1.0;3.0;2.0;31/12/2015
4274;3.0;2.0;4.0;31/12/2015
8685;2.0;2.0;3.0;31/12/2015
4276;1.0;3.0;3.0;31/12/2015
8687;2.0;3.0;2.0;31/12/2015
4278;3.0;2.0;2.0;31/12/2015
8689;4.0;4.0;2.0;31/12/2015
8690;4.0;3.0;2.0;31/12/2015
4281;3.0;4.0;3.0;31/12/2015
4282;3.0;1.0;2.0;31/12/2015
4283;2.0;3.0;3.0;31/12/2015
4284;3.0;4.0;3.0;31/12/2015
8695;2.0;3.0;3.0;31/12/2015
4286;3.0;3.0;3.0;31/12/2015
4287;3.0;3.0;3.0;31/12/2015
4288;2.0;2.0;3.0;31/12/2015
8699;1.0;4.0;3.0;31/12/2015
4290;4.0;3.0;4.0;31/12/2015
4291;1.0;3.0;3.0;31/12/2015
4292;3.0;4.0;1.0;31/12/2015
8703;1.0;1.0;4.0;31/12/2015
4294;3.0;4.0;2.0;31/12/2015
4295;4.0;3.0;3.0;31/12/2015
4296;1.0;3.0;2.0;31/12/2015
4297;4.0;4.0;4.0;31/12/2015
4298;4.0;1.0;3.0;31/12/2015
4299;2.0;4.0;3.0;31/12/2015
4300;4.0;1.0;2.0;31/12/2015
4301;3.0;1.0;3.0;31/12/2015
4302;2.0;2.0;3.0;31/12/2015
4303;2.0;2.0;3.0;31/12/2015
4304;3.0;2.0;3.0;31/12/2015
4305;2.0;3.0;1.0;31/12/2015
4306;2.0;2.0;;31/12/2015
4307;2.0;4.0;3.0;31/12/2015
4308;4.0;3.0;3.0;31/12/2015
4309;2.0;3.0;3.0;31/12/2015
4310;2.0;2.0;2.0;31/12/2015
4311;3.0;4.0;2.0;31/12/2015
4312;3.0;3.0;3.0;31/12/2015
4313;3.0;4.0;3.0;31/12/2015
4314;4.0;2.0;1.0;31/12/2015
4315;3.0;4.0;1.0;31/12/2015
4316;3.0;4.0;1.0;31/12/2015
4317;3.0;3.0;2.0;31/12/2015
4318;3.0;2.0;3.0;31/12/2015
4319;1.0;3.0;3.0;31/12/2015
4320;2.0;4.0;3.0;31/12/2015
4321;1.0;4.0;4.0;31/12/2015
4322;3.0;3.0;3.0;31/12/2015
4323;3.0;2.0;2.0;31/12/2015
8734;3.0;1.0;4.0;31/12/2015
4325;4.0;2.0;2.0;31/12/2015
4326;3.0;1.0;3.0;31/12/2015
4327;3.0;1.0;4.0;31/12/2015
4328;3.0;1.0;3.0;31/12/2015
4329;3.0;4.0;4.0;31/12/2015
8740;2.0;4.0;2.0;31/12/2015
4331;2.0;1.0;3.0;31/12/2015
4332;3.0;4.0;3.0;31/12/2015
4333;;4.0;3.0;31/12/2015
4334;4.0;2.0;3.0;31/12/2015
8745;2.0;2.0;2.0;31/12/2015
4336;3.0;3.0;2.0;31/12/2015
4337;4.0;1.0;3.0;31/12/2015
4338;4.0;2.0;3.0;31/12/2015
4339;4.0;3.0;3.0;31/12/2015
4340;3.0;2.0;3.0;31/12/2015
4341;4.0;3.0;2.0;31/12/2015
4342;4.0;2.0;3.0;31/12/2015
4343;3.0;3.0;3.0;31/12/2015
4344;4.0;2.0;2.0;31/12/2015
8755;2.0;3.0;3.0;31/12/2015
4346;4.0;;4.0;31/12/2015
4347;1.0;4.0;3.0;31/12/2015
4348;2.0;1.0;2.0;31/12/2015
4349;2.0;2.0;3.0;31/12/2015
4350;3.0;3.0;3.0;31/12/2015
4351;4.0;3.0;3.0;31/12/2015
4352;4.0;4.0;1.0;31/12/2015
4353;3.0;1.0;3.0;31/12/2015
4354;4.0;4.0;3.0;31/12/2015
4355;4.0;3.0;4.0;31/12/2015
4356;3.0;4.0;4.0;31/12/2015
8767;2.0;1.0;3.0;31/12/2015
8768;2.0;4.0;2.0;31/12/2015
4359;4.0;2.0;2.0;31/12/2015
4360;2.0;4.0;3.0;31/12/2015
4361;4.0;4.0;1.0;31/12/2015
4362;4.0;1.0;3.0;31/12/2015
8773;4.0;4.0;2.0;31/12/2015
4364;3.0;3.0;3.0;31/12/2015
4365;4.0;3.0;3.0;31/12/2015
4366;2.0;2.0;1.0;31/12/2015
8777;4.0;1.0;3.0;31/12/2015
4368;4.0;4.0;3.0;31/12/2015
8779;3.0;1.0;2.0;31/12/2015
8780;3.0;3.0;2.0;31/12/2015
4371;4.0;4.0;3.0;31/12/2015
4372;4.0;1.0;3.0;31/12/2015
4373;4.0;2.0;4.0;31/12/2015
4374;3.0;2.0;3.0;31/12/2015
4375;2.0;4.0;3.0;31/12/2015
4376;1.0;3.0;2.0;31/12/2015
4377;3.0;3.0;3.0;31/12/2015
4378;3.0;4.0;3.0;31/12/2015
4379;1.0;4.0;3.0;31/12/2015
4380;2.0;4.0;3.0;31/12/2015
4381;3.0;3.0;4.0;31/12/2015
8792;3.0;4.0;2.0;31/12/2015
4383;3.0;4.0;2.0;31/12/2015
4384;3.0;4.0;3.0;31/12/2015
4385;2.0;3.0;2.0;31/12/2015
4386;4.0;4.0;2.0;31/12/2015
8797;3.0;4.0;1.0;31/12/2015
4388;4.0;4.0;3.0;31/12/2015
8799;1.0;1.0;4.0;31/12/2015
4390;1.0;3.0;4.0;31/12/2015
4391;3.0;2.0;3.0;31/12/2015
8802;4.0;3.0;1.0;31/12/2015
4393;3.0;3.0;3.0;31/12/2015
4394;3.0;4.0;3.0;31/12/2015
4395;3.0;1.0;2.0;31/12/2015
4396;1.0;4.0;3.0;31/12/2015
4397;3.0;4.0;3.0;31/12/2015
4398;2.0;3.0;3.0;31/12/2015
4399;3.0;4.0;2.0;31/12/2015
4400;4.0;1.0;3.0;31/12/2015
4401;3.0;1.0;2.0;31/12/2015
4402;1.0;3.0;3.0;31/12/2015
8813;1.0;3.0;3.0;31/12/2015
4404;3.0;3.0;3.0;31/12/2015
4405;3.0;4.0;3.0;31/12/2015
4406;4.0;1.0;3.0;31/12/2015
4407;4.0;4.0;3.0;31/12/2015
4408;1.0;3.0;3.0;31/12/2015
4409;4.0;1.0;3.0;31/12/2015
4410;1.0;3.0;;31/12/2015
1;3.0;4.0;2.0;31/12/2016
4412;3.0;2.0;4.0;31/12/2016
3;2.0;2.0;1.0;31/12/2016
4;4.0;4.0;3.0;31/12/2016
5;4.0;1.0;3.0;31/12/2016
6;3.0;2.0;2.0;31/12/2016
4417;1.0;3.0;1.0;31/12/2016
8;1.0;2.0;3.0;31/12/2016
9;2.0;4.0;3.0;31/12/2016
10;2.0;1.0;3.0;31/12/2016
11;3.0;4.0;3.0;31/12/2016
12;;4.0;3.0;31/12/2016
13;4.0;1.0;3.0;31/12/2016
4424;1.0;2.0;2.0;31/12/2016
15;4.0;4.0;2.0;31/12/2016
16;3.0;4.0;4.0;31/12/2016
17;4.0;3.0;4.0;31/12/2016
18;1.0;4.0;3.0;31/12/2016
19;2.0;2.0;2.0;31/12/2016
20;1.0;1.0;3.0;31/12/2016
21;3.0;2.0;1.0;31/12/2016
22;1.0;2.0;2.0;31/12/2016
23;3.0;3.0;2.0;31/12/2016
24;2.0;3.0;3.0;31/12/2016
25;2.0;4.0;2.0;31/12/2016
26;2.0;4.0;3.0;31/12/2016
27;1.0;1.0;3.0;31/12/2016
28;4.0;4.0;3.0;31/12/2016
4439;4.0;3.0;1.0;31/12/2016
30;4.0;4.0;3.0;31/12/2016
4441;1.0;2.0;3.0;31/12/2016
32;4.0;4.0;3.0;31/12/2016
33;3.0;1.0;3.0;31/12/2016
34;3.0;2.0;3.0;31/12/2016
35;4.0;2.0;2.0;31/12/2016
4446;4.0;4.0;3.0;31/12/2016
37;2.0;4.0;2.0;31/12/2016
38;3.0;2.0;4.0;31/12/2016
4449;3.0;3.0;3.0;31/12/2016
40;3.0;2.0;2.0;31/12/2016
41;3.0;;3.0;31/12/2016
42;4.0;2.0;3.0;31/12/2016
43;4.0;2.0;3.0;31/12/2016
44;4.0;3.0;3.0;31/12/2016
45;2.0;1.0;3.0;31/12/2016
46;2.0;4.0;2.0;31/12/2016
47;3.0;4.0;2.0;31/12/2016
48;2.0;2.0;3.0;31/12/2016
49;4.0;3.0;2.0;31/12/2016
50;1.0;2.0;3.0;31/12/2016
51;4.0;3.0;3.0;31/12/2016
52;3.0;4.0;3.0;31/12/2016
53;1.0;1.0;3.0;31/12/2016
54;1.0;1.0;3.0;31/12/2016
55;3.0;4.0;1.0;31/12/2016
56;4.0;2.0;3.0;31/12/2016
57;3.0;1.0;3.0;31/12/2016
58;3.0;4.0;3.0;31/12/2016
59;3.0;3.0;3.0;31/12/2016
4470;3.0;2.0;2.0;31/12/2016
61;3.0;2.0;2.0;31/12/2016
62;3.0;2.0;3.0;31/12/2016
63;4.0;3.0;3.0;31/12/2016
64;4.0;4.0;3.0;31/12/2016
65;1.0;4.0;2.0;31/12/2016
4476;1.0;4.0;2.0;31/12/2016
67;4.0;4.0;3.0;31/12/2016
68;3.0;3.0;3.0;31/12/2016
69;3.0;4.0;3.0;31/12/2016
4480;4.0;3.0;2.0;31/12/2016
71;2.0;4.0;2.0;31/12/2016
72;4.0;3.0;3.0;31/12/2016
73;3.0;3.0;4.0;31/12/2016
74;3.0;2.0;3.0;31/12/2016
75;4.0;3.0;2.0;31/12/2016
76;3.0;1.0;2.0;31/12/2016
77;4.0;4.0;3.0;31/12/2016
78;2.0;4.0;2.0;31/12/2016
4489;2.0;1.0;2.0;31/12/2016
80;2.0;4.0;3.0;31/12/2016
81;4.0;3.0;3.0;31/12/2016
82;2.0;2.0;3.0;31/12/2016
83;4.0;4.0;2.0;31/12/2016
84;3.0;4.0;3.0;31/12/2016
85;3.0;4.0;;31/12/2016
86;4.0;2.0;3.0;31/12/2016
87;3.0;2.0;3.0;31/12/2016
88;3.0;4.0;2.0;31/12/2016
89;4.0;2.0;3.0;31/12/2016
90;2.0;3.0;3.0;31/12/2016
91;1.0;4.0;3.0;31/12/2016
92;4.0;3.0;2.0;31/12/2016
93;3.0;3.0;3.0;31/12/2016
94;3.0;2.0;3.0;31/12/2016
95;1.0;3.0;1.0;31/12/2016
96;3.0;1.0;3.0;31/12/2016
97;4.0;3.0;4.0;31/12/2016
98;3.0;3.0;3.0;31/12/2016
99;1.0;4.0;3.0;31/12/2016
4510;1.0;2.0;3.0;31/12/2016
101;4.0;4.0;3.0;31/12/2016
102;1.0;4.0;3.0;31/12/2016
103;4.0;3.0;3.0;31/12/2016
104;4.0;3.0;3.0;31/12/2016
105;1.0;4.0;2.0;31/12/2016
4516;4.0;3.0;3.0;31/12/2016
107;3.0;1.0;3.0;31/12/2016
108;3.0;3.0;4.0;31/12/2016
4519;1.0;2.0;3.0;31/12/2016
110;4.0;4.0;3.0;31/12/2016
4521;3.0;3.0;3.0;31/12/2016
112;;2.0;3.0;31/12/2016
4523;3.0;2.0;3.0;31/12/2016
114;4.0;4.0;3.0;31/12/2016
115;3.0;2.0;3.0;31/12/2016
116;4.0;2.0;3.0;31/12/2016
117;2.0;4.0;3.0;31/12/2016
118;2.0;3.0;3.0;31/12/2016
119;3.0;4.0;2.0;31/12/2016
120;4.0;3.0;3.0;31/12/2016
4531;1.0;4.0;2.0;31/12/2016
122;3.0;4.0;3.0;31/12/2016
123;4.0;3.0;4.0;31/12/2016
124;3.0;2.0;3.0;31/12/2016
4535;3.0;;3.0;31/12/2016
126;1.0;2.0;3.0;31/12/2016
127;2.0;3.0;3.0;31/12/2016
4538;3.0;4.0;3.0;31/12/2016
129;4.0;1.0;2.0;31/12/2016
130;4.0;2.0;3.0;31/12/2016
131;2.0;1.0;3.0;31/12/2016
132;3.0;2.0;2.0;31/12/2016
133;1.0;2.0;3.0;31/12/2016
134;2.0;3.0;3.0;31/12/2016
135;1.0;1.0;2.0;31/12/2016
136;3.0;3.0;3.0;31/12/2016
137;2.0;1.0;1.0;31/12/2016
138;4.0;4.0;3.0;31/12/2016
139;3.0;3.0;3.0;31/12/2016
140;2.0;4.0;3.0;31/12/2016
141;2.0;3.0;3.0;31/12/2016
142;4.0;1.0;3.0;31/12/2016
143;2.0;3.0;3.0;31/12/2016
144;3.0;1.0;2.0;31/12/2016
145;2.0;3.0;3.0;31/12/2016
146;2.0;1.0;3.0;31/12/2016
147;3.0;1.0;3.0;31/12/2016
4558;1.0;1.0;3.0;31/12/2016
149;4.0;3.0;3.0;31/12/2016
150;1.0;4.0;2.0;31/12/2016
151;4.0;4.0;1.0;31/12/2016
152;1.0;3.0;3.0;31/12/2016
153;3.0;4.0;3.0;31/12/2016
154;1.0;1.0;1.0;31/12/2016
155;3.0;3.0;2.0;31/12/2016
156;4.0;4.0;4.0;31/12/2016
4567;1.0;2.0;3.0;31/12/2016
4568;4.0;3.0;2.0;31/12/2016
159;4.0;4.0;3.0;31/12/2016
160;3.0;3.0;3.0;31/12/2016
161;1.0;4.0;1.0;31/12/2016
162;3.0;4.0;1.0;31/12/2016
163;2.0;3.0;3.0;31/12/2016
4574;3.0;2.0;4.0;31/12/2016
4575;1.0;4.0;4.0;31/12/2016
166;3.0;1.0;3.0;31/12/2016
167;1.0;4.0;2.0;31/12/2016
168;2.0;3.0;3.0;31/12/2016
169;3.0;4.0;2.0;31/12/2016
170;3.0;1.0;4.0;31/12/2016
171;1.0;4.0;3.0;31/12/2016
172;1.0;3.0;1.0;31/12/2016
173;4.0;3.0;3.0;31/12/2016
174;3.0;3.0;3.0;31/12/2016
175;4.0;3.0;3.0;31/12/2016
176;3.0;4.0;3.0;31/12/2016
177;3.0;2.0;4.0;31/12/2016
4588;2.0;3.0;4.0;31/12/2016
4589;1.0;4.0;3.0;31/12/2016
180;4.0;2.0;3.0;31/12/2016
181;4.0;3.0;3.0;31/12/2016
4592;1.0;3.0;3.0;31/12/2016
4593;2.0;1.0;3.0;31/12/2016
184;2.0;3.0;3.0;31/12/2016
185;2.0;4.0;2.0;31/12/2016
4596;3.0;3.0;3.0;31/12/2016
187;2.0;4.0;3.0;31/12/2016
188;1.0;2.0;3.0;31/12/2016
189;4.0;4.0;3.0;31/12/2016
190;2.0;3.0;3.0;31/12/2016
191;2.0;3.0;3.0;31/12/2016
192;3.0;3.0;3.0;31/12/2016
193;2.0;4.0;4.0;31/12/2016
194;4.0;1.0;2.0;31/12/2016
195;4.0;2.0;4.0;31/12/2016
4606;;3.0;2.0;31/12/2016
197;4.0;4.0;4.0;31/12/2016
198;1.0;3.0;3.0;31/12/2016
199;3.0;4.0;2.0;31/12/2016
4610;2.0;2.0;3.0;31/12/2016
201;3.0;1.0;3.0;31/12/2016
202;1.0;3.0;3.0;31/12/2016
203;1.0;3.0;3.0;31/12/2016
204;1.0;3.0;3.0;31/12/2016
205;4.0;4.0;3.0;31/12/2016
4616;3.0;4.0;1.0;31/12/2016
207;2.0;4.0;4.0;31/12/2016
208;1.0;3.0;2.0;31/12/2016
209;2.0;1.0;3.0;31/12/2016
210;1.0;2.0;3.0;31/12/2016
211;4.0;1.0;3.0;31/12/2016
4622;4.0;3.0;3.0;31/12/2016
213;4.0;4.0;3.0;31/12/2016
214;3.0;3.0;3.0;31/12/2016
215;2.0;2.0;2.0;31/12/2016
216;4.0;3.0;3.0;31/12/2016
217;2.0;4.0;3.0;31/12/2016
218;1.0;2.0;4.0;31/12/2016
219;4.0;2.0;3.0;31/12/2016
220;1.0;2.0;3.0;31/12/2016
221;2.0;3.0;3.0;31/12/2016
4632;1.0;3.0;3.0;31/12/2016
4633;2.0;1.0;4.0;31/12/2016
224;2.0;4.0;3.0;31/12/2016
4635;2.0;1.0;1.0;31/12/2016
226;1.0;4.0;3.0;31/12/2016
227;1.0;4.0;4.0;31/12/2016
228;1.0;3.0;2.0;31/12/2016
229;4.0;3.0;2.0;31/12/2016
230;4.0;2.0;4.0;31/12/2016
231;3.0;4.0;3.0;31/12/2016
232;2.0;4.0;2.0;31/12/2016
233;3.0;1.0;2.0;31/12/2016
234;4.0;3.0;3.0;31/12/2016
235;4.0;1.0;1.0;31/12/2016
236;1.0;3.0;4.0;31/12/2016
237;3.0;3.0;3.0;31/12/2016
4648;3.0;1.0;3.0;31/12/2016
239;3.0;3.0;3.0;31/12/2016
240;4.0;4.0;4.0;31/12/2016
241;1.0;3.0;3.0;31/12/2016
242;3.0;3.0;3.0;31/12/2016
243;1.0;4.0;2.0;31/12/2016
244;3.0;3.0;3.0;31/12/2016
245;4.0;1.0;4.0;31/12/2016
246;2.0;4.0;2.0;31/12/2016
4657;1.0;1.0;3.0;31/12/2016
248;3.0;4.0;3.0;31/12/2016
249;3.0;3.0;3.0;31/12/2016
250;2.0;3.0;2.0;31/12/2016
251;2.0;4.0;3.0;31/12/2016
252;3.0;4.0;1.0;31/12/2016
253;3.0;2.0;4.0;31/12/2016
254;2.0;2.0;3.0;31/12/2016
255;1.0;4.0;3.0;31/12/2016
4666;4.0;3.0;3.0;31/12/2016
4667;1.0;1.0;3.0;31/12/2016
258;3.0;3.0;3.0;31/12/2016
259;1.0;1.0;4.0;31/12/2016
260;4.0;2.0;3.0;31/12/2016
261;4.0;4.0;3.0;31/12/2016
262;2.0;4.0;3.0;31/12/2016
263;2.0;2.0;3.0;31/12/2016
264;4.0;4.0;3.0;31/12/2016
265;4.0;4.0;3.0;31/12/2016
266;4.0;3.0;3.0;31/12/2016
267;4.0;2.0;4.0;31/12/2016
4678;1.0;3.0;3.0;31/12/2016
269;4.0;3.0;3.0;31/12/2016
270;4.0;4.0;2.0;31/12/2016
4681;2.0;3.0;3.0;31/12/2016
272;2.0;4.0;2.0;31/12/2016
273;3.0;1.0;3.0;31/12/2016
274;3.0;4.0;;31/12/2016
275;4.0;1.0;3.0;31/12/2016
276;4.0;1.0;3.0;31/12/2016
